Income,Essentials,Lifestyle,Loan,TotalExpenses,Savings,Overspending
5542,3170,1897,371,5438,104,1
10368,6895,3801,2337,13033,-2665,1
8638,4707,3422,301,8430,208,1
12030,7545,3901,1629,13075,-1045,1
10715,4687,1082,150,5919,4796,0
9384,5632,2934,85,8651,733,1
14307,5749,1989,2579,10317,3990,0
8853,5031,984,1669,7684,1169,1
10543,5066,1498,386,6950,3593,0
8919,5003,1734,1952,8689,230,1
11465,6408,1993,2447,10848,617,1
10123,4634,1909,2585,9128,995,1
8284,4246,3016,2252,9514,-1230,1
6508,3956,1111,1578,6645,-137,1
11602,5525,3948,3375,12848,-1246,1
10442,5106,1699,1858,8663,1779,1
4041,2568,1528,845,4941,-900,1
4812,2860,1650,1386,5896,-1084,1
5804,3538,2108,401,6047,-243,1
10161,4949,1820,468,7237,2924,0
12783,7611,2528,1379,11518,1265,1
5331,3593,1013,1462,6068,-737,1
14973,7224,2376,3584,13184,1789,1
10320,6479,2976,457,9912,408,1
6142,3209,2315,1639,7163,-1021,1
14142,5706,4822,3886,14414,-272,1
9035,5250,3531,958,9739,-704,1
7504,4922,1007,294,6223,1281,1
13166,6412,4788,2103,13303,-137,1
6872,3854,1961,520,6335,537,1
12525,8371,3278,1998,13647,-1122,1
13813,7560,5359,361,13280,533,1
10949,5680,2903,497,9080,1869,1
7890,4398,2672,925,7995,-105,1
7882,3523,1461,1634,6618,1264,1
6104,2481,1255,124,3860,2244,0
8744,4718,2380,1102,8200,544,1
8725,5922,1424,549,7895,830,1
5076,2553,1488,298,4339,737,1
4757,2425,1027,483,3935,822,1
10059,6759,3454,2030,12243,-2184,1
14110,9450,2821,4027,16298,-2188,1
14599,8627,4895,3872,17394,-2795,1
13732,9420,4794,3453,17667,-3935,1
10495,4218,2491,1211,7920,2575,0
6755,3229,1333,213,4775,1980,0
8471,3973,2058,1293,7324,1147,1
4897,2869,1294,1254,5417,-520,1
6510,3372,1687,379,5438,1072,1
14185,8263,2054,1021,11338,2847,0
12809,8160,3848,2736,14744,-1935,1
5924,4004,1190,225,5419,505,1
7467,4719,2232,401,7352,115,1
5064,2823,862,1120,4805,259,1
10994,5772,2526,1072,9370,1624,1
10837,6004,4008,2278,12290,-1453,1
13659,9210,4370,505,14085,-426,1
5827,3258,2137,57,5452,375,1
11059,5615,3291,106,9012,2047,1
4335,2374,705,1004,4083,252,1
13397,7820,4868,3132,15820,-2423,1
6811,4167,1423,1256,6846,-35,1
13991,5654,4804,2374,12832,1159,1
12047,5401,1696,2968,10065,1982,1
10229,4311,3938,1063,9312,917,1
10779,5891,3244,3222,12357,-1578,1
8489,5931,2343,2282,10556,-2067,1
7435,4244,2829,613,7686,-251,1
7256,4347,2376,73,6796,460,1
7885,5489,1312,1347,8148,-263,1
13086,8975,4944,2263,16182,-3096,1
6881,4082,993,1567,6642,239,1
9390,5901,1483,1021,8405,985,1
9553,6185,2243,1324,9752,-199,1
14087,9507,1730,3904,15141,-1054,1
14066,8563,3548,2178,14289,-223,1
13390,7381,3249,2991,13621,-231,1
12899,6852,2484,1915,11251,1648,1
12277,5286,4350,2095,11731,546,1
13019,8495,1891,2522,12908,111,1
4152,2088,470,728,3286,866,0
10841,7331,1576,2998,11905,-1064,1
8662,5356,2039,1736,9131,-469,1
11411,5935,3244,667,9846,1565,1
6481,3919,1189,321,5429,1052,1
10912,6055,4279,3076,13410,-2498,1
12609,7635,4879,2232,14746,-2137,1
4312,2849,695,1029,4573,-261,1
12937,8317,4407,1971,14695,-1758,1
6776,3289,2449,301,6039,737,1
5074,3136,1878,1059,6073,-999,1
10700,5806,3377,2217,11400,-700,1
6185,4033,944,458,5435,750,1
8428,5633,2953,516,9102,-674,1
7852,3890,2849,761,7500,352,1
14296,8984,4829,1572,15385,-1089,1
9599,5407,1483,804,7694,1905,1
9084,5472,3606,758,9836,-752,1
8434,4996,1025,389,6410,2024,0
4937,3165,1859,1012,6036,-1099,1
11712,5727,1577,2558,9862,1850,1
5463,2434,1764,694,4892,571,1
5345,2799,1124,1403,5326,19,1
11308,5198,2388,490,8076,3232,0
6603,3788,1088,984,5860,743,1
7316,4175,1788,255,6218,1098,1
13009,7126,3664,3512,14302,-1293,1
13747,8960,1799,912,11671,2076,1
10461,4694,1296,1807,7797,2664,0
6761,4219,2439,1368,8026,-1265,1
8692,5087,2186,1085,8358,334,1
9777,5914,2586,482,8982,795,1
12545,6614,4552,2058,13224,-679,1
13646,8363,3208,3499,15070,-1424,1
14861,10312,5417,2376,18105,-3244,1
9842,5845,2290,1626,9761,81,1
11227,6583,4206,3121,13910,-2683,1
12301,7128,1630,3462,12220,81,1
9403,4443,1098,284,5825,3578,0
6169,3890,2005,1502,7397,-1228,1
10739,6968,3771,680,11419,-680,1
7748,4551,1276,728,6555,1193,1
10038,4532,1782,959,7273,2765,0
11933,6485,2891,1401,10777,1156,1
4259,2243,475,84,2802,1457,0
8448,3494,1349,918,5761,2687,0
7469,3870,1167,297,5334,2135,0
12317,6293,3540,1189,11022,1295,1
7960,5051,2926,1070,9047,-1087,1
5880,3683,678,1708,6069,-189,1
11061,5936,3454,214,9604,1457,1
5759,2721,653,411,3785,1974,0
14807,7405,3802,4013,15220,-413,1
14117,8001,1956,3917,13874,243,1
5533,2807,2118,1563,6488,-955,1
14730,9889,5867,1116,16872,-2142,1
4550,1903,1696,474,4073,477,1
13738,7329,4804,4073,16206,-2468,1
5163,2712,724,782,4218,945,1
4500,2743,1517,965,5225,-725,1
13434,8236,2928,3349,14513,-1079,1
7968,4187,2270,1918,8375,-407,1
7316,3402,1452,1605,6459,857,1
4748,3115,570,993,4678,70,1
6108,4028,1918,1053,6999,-891,1
5991,2485,2385,141,5011,980,1
5405,3369,2087,442,5898,-493,1
13443,6783,4045,731,11559,1884,1
7537,3368,1530,516,5414,2123,0
5500,2843,984,1567,5394,106,1
8648,5999,2216,637,8852,-204,1
8774,5928,1735,154,7817,957,1
5063,2781,1241,1340,5362,-299,1
10687,6203,2889,2209,11301,-614,1
8140,4485,2136,1374,7995,145,1
7982,5460,3019,518,8997,-1015,1
9227,4110,1668,107,5885,3342,0
7592,3687,2600,796,7083,509,1
4069,2305,1118,808,4231,-162,1
14097,9482,5077,3985,18544,-4447,1
11196,6934,4145,2838,13917,-2721,1
13882,7901,5075,4040,17016,-3134,1
8392,5774,1818,117,7709,683,1
10503,6845,2228,1181,10254,249,1
7965,3513,1630,1610,6753,1212,1
6629,3383,2184,310,5877,752,1
13949,6398,4020,2791,13209,740,1
4428,2178,1609,293,4080,348,1
8717,5132,2591,1780,9503,-786,1
11191,4836,2191,2044,9071,2120,1
6507,3316,1313,976,5605,902,1
5612,3641,960,1122,5723,-111,1
11072,6485,2228,2796,11509,-437,1
12404,8672,3958,2329,14959,-2555,1
11198,4687,3045,443,8175,3023,0
11929,7713,1822,2342,11877,52,1
12674,6245,2051,1332,9628,3046,0
6047,2647,2327,1085,6059,-12,1
7359,3419,2049,228,5696,1663,0
8356,5469,2712,2243,10424,-2068,1
13350,6119,5123,2938,14180,-830,1
8935,5536,1843,1619,8998,-63,1
11573,7673,4015,2112,13800,-2227,1
7344,3378,1555,850,5783,1561,0
6246,3291,906,961,5158,1088,1
9627,5528,1893,562,7983,1644,1
4425,2724,1168,69,3961,464,1
13366,8622,2926,1512,13060,306,1
4936,3294,839,1202,5335,-399,1
11891,6332,1528,2129,9989,1902,1
4232,2660,814,176,3650,582,1
14970,9109,2307,2229,13645,1325,1
5320,3191,1147,614,4952,368,1
8529,5021,2672,2541,10234,-1705,1
6076,2613,1292,1242,5147,929,1
8610,3667,2770,205,6642,1968,0
8531,4095,3142,2121,9358,-827,1
6999,4495,1480,974,6949,50,1
8856,5477,1051,241,6769,2087,0
9465,6309,1253,1757,9319,146,1
5181,2262,1798,1355,5415,-234,1
9425,6463,1900,2583,10946,-1521,1
12986,8620,2556,2398,13574,-588,1
13402,8690,1750,253,10693,2709,0
4447,2022,498,854,3374,1073,0
13372,9113,2010,585,11708,1664,1
13011,8440,1966,3558,13964,-953,1
5211,2680,1757,174,4611,600,1
9803,4591,1146,919,6656,3147,0
9951,6010,2186,342,8538,1413,1
12628,5672,4084,1154,10910,1718,1
8747,6031,2692,1212,9935,-1188,1
14990,6882,4542,3523,14947,43,1
5010,3341,1885,447,5673,-663,1
11445,6239,2533,817,9589,1856,1
9331,5549,2120,1706,9375,-44,1
9031,3658,2386,1119,7163,1868,0
13702,9351,3964,31,13346,356,1
9346,4209,1326,2192,7727,1619,1
9381,3831,1285,1573,6689,2692,0
7948,4822,2358,788,7968,-20,1
12776,6813,4897,334,12044,732,1
6183,3129,2114,1214,6457,-274,1
8437,5724,1034,2272,9030,-593,1
11898,7412,2519,689,10620,1278,1
6061,2493,1758,855,5106,955,1
6313,2675,862,200,3737,2576,0
14793,9513,5844,3766,19123,-4330,1
10575,4925,1876,1593,8394,2181,0
11184,7593,3738,3345,14676,-3492,1
5552,2280,1948,1625,5853,-301,1
11514,5876,2172,1587,9635,1879,1
4757,2058,853,224,3135,1622,0
7412,3327,2704,517,6548,864,1
6389,3476,995,8,4479,1910,0
12614,8374,2157,2475,13006,-392,1
10093,4434,2311,1312,8057,2036,0
11076,5067,3810,1066,9943,1133,1
11700,5647,2006,1541,9194,2506,0
14803,7305,1980,2262,11547,3256,0
14819,7161,5915,3624,16700,-1881,1
7250,4284,1992,55,6331,919,1
9862,5166,1920,1133,8219,1643,1
9848,5420,1651,1624,8695,1153,1
10830,6235,3707,2666,12608,-1778,1
12138,6791,2028,1829,10648,1490,1
9835,6708,2346,1557,10611,-776,1
8978,5742,1764,1621,9127,-149,1
10437,5082,3823,2668,11573,-1136,1
14107,5995,1883,1845,9723,4384,0
5768,3314,1922,315,5551,217,1
6517,4337,2298,329,6964,-447,1
7748,3621,2310,1808,7739,9,1
9342,6130,2736,877,9743,-401,1
10550,5835,2546,1467,9848,702,1
11468,5261,4279,1442,10982,486,1
14724,6127,2827,4074,13028,1696,1
13415,5922,5081,602,11605,1810,1
8274,5159,1497,2203,8859,-585,1
11703,5901,4246,178,10325,1378,1
10396,7089,1781,1821,10691,-295,1
8491,5284,2437,328,8049,442,1
6334,4070,2418,900,7388,-1054,1
10498,4264,2182,830,7276,3222,0
13731,6330,4012,1088,11430,2301,1
12705,7617,3312,1864,12793,-88,1
12926,5539,1916,1730,9185,3741,0
10593,6710,4162,2945,13817,-3224,1
14419,6760,4387,3191,14338,81,1
10770,5558,2533,1249,9340,1430,1
14876,6671,3308,4319,14298,578,1
6553,4319,706,1177,6202,351,1
14234,7346,5446,1040,13832,402,1
8262,5596,2347,1970,9913,-1651,1
8265,4948,1894,1032,7874,391,1
13232,6539,4930,3384,14853,-1621,1
6020,3493,1542,746,5781,239,1
5331,3378,1236,171,4785,546,1
9654,5250,3008,131,8389,1265,1
6058,3159,2024,757,5940,118,1
7928,5172,1945,661,7778,150,1
7291,3572,2245,275,6092,1199,1
11598,6029,2485,336,8850,2748,0
5012,3121,1279,535,4935,77,1
6914,4661,1805,1722,8188,-1274,1
8564,4090,2423,2201,8714,-150,1
10684,6144,2453,1740,10337,347,1
7159,4369,1855,1022,7246,-87,1
5546,2517,1903,1486,5906,-360,1
5542,3769,1878,924,6571,-1029,1
8607,3666,1565,1744,6975,1632,1
10896,5479,2647,2072,10198,698,1
4077,2306,964,664,3934,143,1
6245,3934,1339,408,5681,564,1
12769,7777,4744,3063,15584,-2815,1
5626,2264,1520,661,4445,1181,0
11748,6972,2321,799,10092,1656,1
12537,5335,1322,3121,9778,2759,0
12617,5188,3587,3714,12489,128,1
13656,5931,4009,2817,12757,899,1
5085,3439,1882,1129,6450,-1365,1
9606,3909,1947,1276,7132,2474,0
12952,8220,1795,844,10859,2093,1
14311,8164,2072,2429,12665,1646,1
14364,6158,3255,2181,11594,2770,1
10301,4661,2539,417,7617,2684,0
7307,3598,1744,1974,7316,-9,1
13972,6085,3943,574,10602,3370,0
12920,7577,1993,1757,11327,1593,1
4579,2534,922,1239,4695,-116,1
7100,3798,2599,104,6501,599,1
5038,3032,910,1488,5430,-392,1
4044,2436,1087,70,3593,451,1
10608,6082,1883,1469,9434,1174,1
9641,5555,1315,1527,8397,1244,1
5901,3485,1053,532,5070,831,1
11243,5289,3245,2465,10999,244,1
13014,7716,1624,3794,13134,-120,1
5519,3178,1087,75,4340,1179,0
5821,2790,1521,479,4790,1031,1
6187,3648,728,356,4732,1455,0
9201,5109,3653,365,9127,74,1
9555,3841,1077,2427,7345,2210,0
13772,6380,4623,3469,14472,-700,1
5353,3553,1107,248,4908,445,1
5079,2533,766,491,3790,1289,0
13367,8876,4021,1644,14541,-1174,1
13832,7541,2548,362,10451,3381,0
10451,5314,3601,705,9620,831,1
10223,4863,2645,2601,10109,114,1
13937,7588,2276,1225,11089,2848,0
7712,5033,2775,1420,9228,-1516,1
8666,5177,3026,1651,9854,-1188,1
6938,3101,2738,1174,7013,-75,1
14861,9513,4438,1383,15334,-473,1
7729,3332,2350,2114,7796,-67,1
10946,5313,2145,2619,10077,869,1
11149,6020,4388,3191,13599,-2450,1
5014,2205,1947,352,4504,510,1
10975,5581,1425,3225,10231,744,1
11127,6654,4113,1170,11937,-810,1
5233,2764,1542,820,5126,107,1
6869,3300,1928,607,5835,1034,1
13616,5793,5049,800,11642,1974,1
12373,5736,4791,576,11103,1270,1
9263,5913,1840,339,8092,1171,1
7154,4927,1148,1996,8071,-917,1
10275,4784,2676,1528,8988,1287,1
14259,5901,3793,185,9879,4380,0
9157,5922,2218,2489,10629,-1472,1
9013,4664,967,2223,7854,1159,1
8254,3612,2054,263,5929,2325,0
8716,4477,2687,2602,9766,-1050,1
6182,4040,720,1312,6072,110,1
4045,2212,410,66,2688,1357,0
11348,5218,4220,403,9841,1507,1
6642,3571,886,1655,6112,530,1
12547,7055,2470,1869,11394,1153,1
11921,7212,2150,144,9506,2415,0
13290,6284,3831,553,10668,2622,1
14896,9875,4621,2471,16967,-2071,1
7779,4340,1715,202,6257,1522,1
9665,6670,3424,282,10376,-711,1
9728,5532,1085,1601,8218,1510,1
6298,3191,2321,1487,6999,-701,1
11901,6868,4467,807,12142,-241,1
4684,2349,1542,1254,5145,-461,1
14822,10228,2792,4446,17466,-2644,1
13153,7898,4376,190,12464,689,1
9172,4232,1856,533,6621,2551,0
6727,3164,2265,681,6110,617,1
4762,2262,1369,677,4308,454,1
8166,4086,2047,231,6364,1802,0
6137,3369,1659,1008,6036,101,1
12209,8363,2106,2562,13031,-822,1
9973,4016,2959,1566,8541,1432,1
7079,3991,1605,1490,7086,-7,1
14053,7998,1662,1664,11324,2729,1
13873,5722,1830,2273,9825,4048,0
9942,4713,1144,1162,7019,2923,0
13573,6875,5210,1982,14067,-494,1
13254,6923,3820,1843,12586,668,1
12801,5224,1304,3588,10116,2685,0
4641,2383,1551,1086,5020,-379,1
8049,3376,2255,2115,7746,303,1
5049,2088,555,1046,3689,1360,0
4981,2162,1605,690,4457,524,1
6794,2832,1073,1198,5103,1691,0
6745,3667,2441,925,7033,-288,1
7354,4890,1700,522,7112,242,1
8712,4139,1062,1701,6902,1810,0
7596,3446,2070,724,6240,1356,1
10208,5943,2563,2701,11207,-999,1
10212,6201,2185,2639,11025,-813,1
9804,4447,1617,1744,7808,1996,0
6297,2943,1238,841,5022,1275,0
13926,9354,2301,232,11887,2039,1
6608,3012,1489,380,4881,1727,0
11771,5366,3600,3241,12207,-436,1
6570,3054,1029,1898,5981,589,1
7827,5271,1742,1902,8915,-1088,1
10670,5848,1579,2954,10381,289,1
14442,9923,3142,3507,16572,-2130,1
10184,5107,1037,2500,8644,1540,1
7165,3978,2837,566,7381,-216,1
4997,2239,1606,23,3868,1129,0
6083,2673,1671,472,4816,1267,0
13009,6562,1896,351,8809,4200,0
12594,6188,2338,1129,9655,2939,0
11957,7468,2045,239,9752,2205,1
11159,6547,3835,2182,12564,-1405,1
14902,8647,5532,2987,17166,-2264,1
14862,7963,4331,3415,15709,-847,1
6437,4322,684,400,5406,1031,1
10096,5129,2217,417,7763,2333,0
7945,4299,2896,1003,8198,-253,1
9683,5948,1309,1293,8550,1133,1
9041,5155,1718,1946,8819,222,1
12480,6805,3433,858,11096,1384,1
6535,3846,770,932,5548,987,1
7838,3507,2622,2134,8263,-425,1
9917,4443,2000,1703,8146,1771,1
6228,3698,1118,25,4841,1387,0
9249,4726,2653,668,8047,1202,1
7111,4109,2818,732,7659,-548,1
11703,5211,2545,734,8490,3213,0
6737,4707,2179,1435,8321,-1584,1
4101,2761,1162,47,3970,131,1
11344,7241,4420,2008,13669,-2325,1
10053,5171,3532,2365,11068,-1015,1
8013,4466,1028,593,6087,1926,0
11170,5340,2063,3001,10404,766,1
11527,6207,4402,2772,13381,-1854,1
6882,4430,1684,217,6331,551,1
8278,4815,1210,840,6865,1413,1
8985,4883,2258,825,7966,1019,1
11156,7792,4188,2937,14917,-3761,1
10940,7084,3941,1091,12116,-1176,1
6237,2986,2440,23,5449,788,1
8473,5346,1594,277,7217,1256,1
12191,5202,1496,3040,9738,2453,0
12391,5065,4432,3670,13167,-776,1
13132,5341,1664,421,7426,5706,0
12279,5578,2420,104,8102,4177,0
6051,3407,2060,1643,7110,-1059,1
6336,3371,1178,1181,5730,606,1
8830,4302,2966,2280,9548,-718,1
6165,2827,1399,437,4663,1502,0
10112,5874,3520,1152,10546,-434,1
6136,2983,1431,1032,5446,690,1
8923,4865,1844,1166,7875,1048,1
6442,3051,1063,20,4134,2308,0
8766,4586,1678,661,6925,1841,0
6293,2922,1316,956,5194,1099,1
7349,4576,2514,1528,8618,-1269,1
12715,5097,1739,2121,8957,3758,0
6467,4122,925,1064,6111,356,1
6931,3024,935,1596,5555,1376,1
13579,5818,5314,3664,14796,-1217,1
7420,3229,1995,1660,6884,536,1
11378,6409,1952,2980,11341,37,1
7336,4665,2122,334,7121,215,1
10930,5759,2340,1702,9801,1129,1
4952,3189,1382,681,5252,-300,1
5190,3275,710,673,4658,532,1
8500,5360,2489,117,7966,534,1
13449,7472,1865,861,10198,3251,0
7405,3988,1287,1314,6589,816,1
8982,4661,2386,1191,8238,744,1
11201,5093,1125,578,6796,4405,0
10175,6527,2568,1273,10368,-193,1
12170,8425,3706,1585,13716,-1546,1
7544,4871,1984,1921,8776,-1232,1
7772,4202,1285,1044,6531,1241,1
13103,7408,4637,93,12138,965,1
6055,2990,1638,212,4840,1215,0
9082,5163,1360,1285,7808,1274,1
12267,6679,1457,2503,10639,1628,1
8905,5927,1499,1604,9030,-125,1
4001,1766,1069,942,3777,224,1
14616,8388,1583,851,10822,3794,0
14674,8299,3325,2870,14494,180,1
8165,3439,2456,778,6673,1492,1
5775,3167,2111,703,5981,-206,1
14308,9288,1897,3431,14616,-308,1
11767,7884,3324,3133,14341,-2574,1
8934,4430,1339,20,5789,3145,0
8083,4306,2691,99,7096,987,1
4601,2571,1657,1241,5469,-868,1
14869,8838,4124,2339,15301,-432,1
5400,2167,1769,969,4905,495,1
11852,6853,3480,541,10874,978,1
11506,6202,1896,3424,11522,-16,1
11816,7004,2572,231,9807,2009,1
7929,3746,2676,483,6905,1024,1
14317,8571,2232,3443,14246,71,1
9501,4428,2839,1442,8709,792,1
13363,7233,2640,3968,13841,-478,1
10560,5129,1171,1498,7798,2762,0
13702,6994,2610,962,10566,3136,0
7548,4620,2308,1384,8312,-764,1
14405,6235,2541,3115,11891,2514,1
5595,3733,1747,112,5592,3,1
10583,6826,1291,1039,9156,1427,1
4823,3148,714,1241,5103,-280,1
7849,3823,2878,383,7084,765,1
6100,2966,2039,1070,6075,25,1
10306,4292,2745,250,7287,3019,0
9464,5623,1531,377,7531,1933,0
13537,8411,3122,1356,12889,648,1
4447,2095,635,1158,3888,559,1
14950,9208,3436,3306,15950,-1000,1
13921,6573,4633,2397,13603,318,1
8443,3705,1176,1528,6409,2034,0
13102,5374,2181,3268,10823,2279,1
9462,5910,2858,2504,11272,-1810,1
12149,7406,1682,3145,12233,-84,1
13074,5673,1805,1100,8578,4496,0
13517,6338,2907,3651,12896,621,1
12080,5816,4294,611,10721,1359,1
9790,3981,986,2432,7399,2391,0
4900,2257,1890,1147,5294,-394,1
6546,4128,2426,36,6590,-44,1
8851,5787,3169,1116,10072,-1221,1
9893,4119,2994,222,7335,2558,0
7904,4784,1794,1989,8567,-663,1
4345,2580,1685,324,4589,-244,1
7199,3065,2724,1492,7281,-82,1
8601,5244,2750,2145,10139,-1538,1
13309,6545,4709,3610,14864,-1555,1
5870,3009,869,1153,5031,839,1
8625,5904,2072,510,8486,139,1
5076,2896,1335,371,4602,474,1
10116,4760,1541,1554,7855,2261,0
7783,5216,2877,1172,9265,-1482,1
13268,6813,4465,1626,12904,364,1
11531,8038,1935,1183,11156,375,1
6390,4235,2255,1222,7712,-1322,1
6485,3068,2299,165,5532,953,1
4449,2064,1747,269,4080,369,1
6941,4265,1005,643,5913,1028,1
6985,2795,1475,187,4457,2528,0
11595,5235,2272,327,7834,3761,0
7054,4294,2604,321,7219,-165,1
14885,7677,5381,4458,17516,-2631,1
12289,6670,2416,610,9696,2593,0
11522,5962,4101,1860,11923,-401,1
5988,4003,1805,210,6018,-30,1
4203,1878,680,785,3343,860,0
4680,3256,1302,82,4640,40,1
9769,4390,3502,954,8846,923,1
4382,2583,1626,1012,5221,-839,1
7410,4027,1489,46,5562,1848,0
14906,6992,5872,1713,14577,329,1
11152,6426,2367,1996,10789,363,1
7689,4880,1257,787,6924,765,1
11112,5464,4120,3240,12824,-1712,1
9829,5244,2676,17,7937,1892,1
10762,6833,2732,3022,12587,-1825,1
4642,2035,701,268,3004,1638,0
10333,5564,2911,2146,10621,-288,1
9803,5629,1291,1775,8695,1108,1
6417,3189,822,1305,5316,1101,1
12250,5882,2809,573,9264,2986,0
5467,2374,1305,165,3844,1623,0
12480,7515,4677,313,12505,-25,1
5868,3986,915,863,5764,104,1
9287,4202,3643,471,8316,971,1
4356,2828,1012,1007,4847,-491,1
10631,6146,3833,2049,12028,-1397,1
4145,1825,1408,75,3308,837,0
7940,4902,2234,1691,8827,-887,1
11992,7619,4121,2977,14717,-2725,1
10898,6173,3031,36,9240,1658,1
12608,8382,4716,961,14059,-1451,1
12854,7811,1679,1183,10673,2181,1
13526,6824,1937,2591,11352,2174,1
4159,2890,527,119,3536,623,1
6177,3688,1614,1522,6824,-647,1
12351,6363,3566,2072,12001,350,1
11724,6462,1564,236,8262,3462,0
10015,5488,1069,2022,8579,1436,1
6638,2774,1864,161,4799,1839,0
4899,3404,1640,1465,6509,-1610,1
12190,8237,1332,3513,13082,-892,1
8157,4853,2977,96,7926,231,1
13039,5430,3965,1433,10828,2211,1
4226,2891,473,66,3430,796,1
12047,6968,1738,2461,11167,880,1
5005,3379,1701,149,5229,-224,1
6051,2921,2253,169,5343,708,1
9885,4460,3347,2722,10529,-644,1
4036,1945,892,1075,3912,124,1
11278,6288,3797,190,10275,1003,1
9887,6594,3205,727,10526,-639,1
10542,4348,2015,1256,7619,2923,0
11500,5334,3273,2776,11383,117,1
7565,5211,2685,1906,9802,-2237,1
9765,6139,2881,410,9430,335,1
10980,7040,2266,2916,12222,-1242,1
10354,4828,1899,659,7386,2968,0
5907,2542,2196,1760,6498,-591,1
6090,3458,1701,1184,6343,-253,1
7526,4046,1898,1985,7929,-403,1
6631,2818,1839,1115,5772,859,1
6995,3624,913,1604,6141,854,1
12779,5113,3167,2036,10316,2463,1
14382,8837,1696,745,11278,3104,0
10840,6059,3826,748,10633,207,1
7337,4054,1614,153,5821,1516,0
10731,5108,3185,931,9224,1507,1
9180,3920,2509,1371,7800,1380,1
7729,3505,2426,346,6277,1452,1
9620,4555,1650,578,6783,2837,0
14437,5782,5527,817,12126,2311,1
7922,3434,1443,739,5616,2306,0
13840,7373,3476,4038,14887,-1047,1
4585,3011,756,1036,4803,-218,1
14170,9470,3697,666,13833,337,1
5678,2644,866,437,3947,1731,0
10862,4476,3175,1799,9450,1412,1
13499,6647,4886,953,12486,1013,1
6287,4333,1216,1699,7248,-961,1
9608,6719,2386,61,9166,442,1
9132,4102,2620,1357,8079,1053,1
9606,4757,1022,349,6128,3478,0
6709,3417,2475,1736,7628,-919,1
10871,4390,1941,1793,8124,2747,0
8507,3804,2332,2068,8204,303,1
5815,3918,1310,456,5684,131,1
7350,4102,2281,2108,8491,-1141,1
14815,9853,2452,2496,14801,14,1
6258,2747,982,197,3926,2332,0
5079,3238,1804,1290,6332,-1253,1
5057,2965,938,158,4061,996,1
4288,1941,580,375,2896,1392,0
5863,3708,1920,475,6103,-240,1
13671,7463,4233,3524,15220,-1549,1
7692,4913,2902,1294,9109,-1417,1
8821,4333,1156,1852,7341,1480,1
12818,6545,3311,3087,12943,-125,1
4779,3299,989,409,4697,82,1
7419,4962,1783,561,7306,113,1
8049,3407,1237,2394,7038,1011,1
8821,5370,2306,663,8339,482,1
10835,7388,2362,1190,10940,-105,1
9970,5436,3929,539,9904,66,1
12206,5697,4649,2683,13029,-823,1
8323,5739,2605,434,8778,-455,1
5709,3716,959,272,4947,762,1
7636,4912,1827,169,6908,728,1
6716,3458,2177,184,5819,897,1
11853,7992,3457,1642,13091,-1238,1
7837,3232,2351,2283,7866,-29,1
7412,3970,2918,973,7861,-449,1
14253,9552,2119,177,11848,2405,1
5816,2820,632,492,3944,1872,0
12390,6802,1804,2786,11392,998,1
5083,3011,1718,1376,6105,-1022,1
12349,7002,4027,1061,12090,259,1
11275,7016,2408,1258,10682,593,1
4743,2209,1327,809,4345,398,1
5428,3740,1455,705,5900,-472,1
8786,4421,2826,613,7860,926,1
6493,2841,1894,833,5568,925,1
14424,6121,2826,2947,11894,2530,1
8483,4453,3041,595,8089,394,1
10778,4568,3602,457,8627,2151,1
7798,4964,2925,336,8225,-427,1
4914,2226,1907,227,4360,554,1
11521,5772,3626,60,9458,2063,1
4037,2364,1080,126,3570,467,1
11352,5227,1916,633,7776,3576,0
12924,6915,4578,1476,12969,-45,1
14649,9214,5076,361,14651,-2,1
8032,4942,3153,1220,9315,-1283,1
8014,5283,3090,1173,9546,-1532,1
5506,3350,1275,1194,5819,-313,1
7954,3838,3155,874,7867,87,1
4571,2408,1180,763,4351,220,1
5094,2180,1974,662,4816,278,1
11040,6544,1779,2900,11223,-183,1
6026,3469,801,362,4632,1394,0
9203,6297,2336,2456,11089,-1886,1
6624,4151,923,467,5541,1083,1
6165,4057,2382,627,7066,-901,1
8758,4396,2124,761,7281,1477,1
13236,6563,3598,139,10300,2936,0
4978,3422,1045,1047,5514,-536,1
9986,4500,3410,659,8569,1417,1
9229,4351,2379,541,7271,1958,0
14782,8306,3587,2076,13969,813,1
9985,6550,2929,782,10261,-276,1
6870,3993,1029,98,5120,1750,0
8250,3467,2663,173,6303,1947,0
9558,6636,1271,1967,9874,-316,1
13835,6105,3443,2021,11569,2266,1
13554,6261,3145,773,10179,3375,0
8069,3446,2218,1357,7021,1048,1
8084,5428,1044,51,6523,1561,1
12623,8154,1590,1774,11518,1105,1
4376,2026,1113,1273,4412,-36,1
11716,5273,4165,3169,12607,-891,1
11706,7605,3854,1153,12612,-906,1
13987,7935,4928,4055,16918,-2931,1
5161,3422,626,1425,5473,-312,1
5785,2907,1067,1564,5538,247,1
14934,8438,1817,3985,14240,694,1
6894,4253,1557,612,6422,472,1
10943,7245,1480,2383,11108,-165,1
12679,5307,4458,2178,11943,736,1
11902,6726,1780,2258,10764,1138,1
5884,3497,2302,2,5801,83,1
12197,6229,3638,2242,12109,88,1
13359,5583,4763,210,10556,2803,0
14474,6113,2968,399,9480,4994,0
4361,2820,789,458,4067,294,1
11612,7803,1820,2452,12075,-463,1
4676,3068,1343,711,5122,-446,1
5820,2836,1430,868,5134,686,1
10040,4532,2907,2106,9545,495,1
